BEGIN RESULTS HEADER:
endoplasmic reticulum membrane2.25626116862chloroplast3.52314576125peroxisome membrane0.0361310710326golgi apparatus0.346492772969nucleus membrane0.0405433383051secreted1.50349490728plastid0.0415381631777cytoplasm64.326014677vacuole membrane0.524482369472endoplasmic reticulum0.45443828568vacuole0.198104525059chloroplast membrane0.147926460112nucleus12.7554010108plasma membrane2.9211634772peroxisome1.35942264705mitochondrion7.48474526279golgi apparatus membrane0.498099866155mitochondrion membrane1.57117470072P34232,90.1813166895,32|MTR2_YEAST mRNA transport regulator MTR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MTR2 PE=1 SV=1,187,nucleus,1.0,False,450.906583448,112.426041473,0.00541145431141
P19541,4.44180631597,41|RDS2_YEAST Regulator of drug sensitivity 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RDS2 PE=1 SV=2,453,nucleus,0.86,False,22.2090315798,13.4142550742,0.000645674503031
P32797,3.1910135106,97|CDC13_YEAST Cell division control protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC13 PE=1 SV=2,939,nucleus,1.0,False,15.955067553,19.9757445763,0.000961501692091
P32796,22.3239686894,96|CACP_YEAST Carnitine O-acetyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAT2 PE=1 SV=2,681,mitochondrion membrane,0.12,False,111.619843447,101.35081785,0.00487836548395
P32795,50.6963036436,95|YME1_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YME1 PE=1 SV=1,759,mitochondrion membrane,0.38,False,253.481518218,256.523296437,0.012347353694
P32794,32.5414677876,94|AFG2_YEAST ATPase family gene 2 protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AFG2 PE=1 SV=1,792,cytoplasm,0.42,False,162.707338938,171.818949919,0.00827024046332
P32793,5.66528335887,93|YSC84_YEAST Protein YSC84 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YSC84 PE=1 SV=2,475,cytoplasm,1.0,False,28.3264167943,17.9400639697,0.000863517342105
P32792,3.24575840975,92|YHH7_YEAST UPF0744 protein YSC83 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YSC83 PE=1 SV=1,391,plasma membrane,0.19,False,16.2287920488,8.46061025475,0.000407238440849
P32791,20.0568030141,91|FRE1_YEAST Ferric/cupric reductase transmembrane component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FRE1 PE=1 SV=1,697,plasma membrane,1.0,False,100.284015071,93.1972780056,0.00448590740426
P32790,159.775988316,90|SLA1_YEAST Actin cytoskeleton-regulatory complex protein SLA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLA1 PE=1 SV=1,1264,cytoplasm,0.26,False,798.87994158,1346.37899488,0.0648058787907
Q99288,46.1271969271,88|DET1_YEAST Broad-range acid phosphatase DET1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DET1 PE=1 SV=1,339,cytoplasm,0.17,False,230.635984635,104.247465055,0.00501779113483
P42951,0.712620749531,51|LSB6_YEAST Phosphatidylinositol 4-kinase LSB6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSB6 PE=1 SV=1,617,nucleus,0.34,False,3.56310374765,2.93124668307,0.000141091043437
P32799,18.5583961814,99|COX13_YEAST Cytochrome c oxidase subunit 6A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX13 PE=1 SV=1,131,secreted,0.2,False,92.7919809072,16.2076659984,0.000780131034555
P32798,39.921986783,98|COT1_YEAST Cobalt uptake protein COT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COT1 PE=1 SV=2,446,mitochondrion membrane,1.0,False,199.609933915,118.701374035,0.00571350777698
P48562,10.3099809155,62|CLA4_YEAST Serine/threonine-protein kinase CLA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CLA4 PE=1 SV=1,856,cytoplasm,0.28,False,51.5499045777,58.8356244247,0.00283196214406
Q12270,119.129054515,70|RBD2_YEAST Rhomboid protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RBD2 PE=1 SV=1,266,golgi apparatus membrane,1.0,False,595.645272576,211.25552334,0.010168459172
Q12273,5.88830882488,73|YO11B_YEAST Transposon Ty1-OL Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1B-OL PE=3 SV=1,1784,cytoplasm,0.97,False,29.4415441244,70.0316196239,0.00337086412529
Q12272,6.15540099427,72|TPT1_YEAST tRNA 2'-phosphotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPT1 PE=1 SV=1,233,cytoplasm,0.26,False,30.7770049713,9.56138954443,0.000460222756182
Q12275,1.88450349438,75|YO093_YEAST Uncharacterized protein YOR093C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR093C PE=1 SV=1,1675,cytoplasm,0.09,False,9.42251747188,21.0436223539,0.00101290234382
P46950,0.50891077784,50|SNG1_YEAST Nitrosoguanidine resistance protein SNG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNG1 PE=1 SV=1,556,endoplasmic reticulum membrane,0.38,False,2.5445538892,1.88636261653,9.07971585618e-05
Q12277,45.6747208817,77|RRP42_YEAST Exosome complex component RRP42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP42 PE=1 SV=1,269,cytoplasm,0.34,False,228.373604409,81.9099994479,0.0039426116392
Q12276,4.08716358221,76|HER1_YEAST HMG2-induced ER-remodeling protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HER1 PE=1 SV=1,1266,cytoplasm,1.0,False,20.4358179111,34.4956606339,0.00166039548326
P53343,0.137073998165,43|PAU12_YEAST Seripauperin-12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAU12 PE=3 SV=1,121,secreted,0.26,False,0.685369990823,0.110573025186,5.32226222706e-06
Q02781,6.89427321269,81|YP062_YEAST Putative uncharacterized protein YPL062W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL062W PE=5 SV=1,136,secreted,0.09,False,34.4713660635,6.25080771284,0.000300872999745
Q02783,2.19452838352,83|LPE10_YEAST Mitochondrial inner membrane magnesium transporter MFM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MFM1 PE=1 SV=1,419,mitochondrion membrane,1.0,False,10.9726419176,6.13004928463,0.000295060478835
Q02784,94.9212967072,84|GLRX5_YEAST Monothiol glutaredoxin-5, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX5 PE=1 SV=1,152,mitochondrion,1.0,False,474.606483536,96.1869139966,0.00462980892709
Q02785,219.422819769,85|PDR12_YEAST ATP-dependent permease PDR12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDR12 PE=1 SV=1,1536,plasma membrane,1.0,False,1097.11409884,2246.88967443,0.108150573094
P36525,32.3817994907,25|RM24_YEAST 54S ribosomal protein L24, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL24 PE=1 SV=2,262,mitochondrion,1.0,False,161.908997453,56.560209777,0.00272243856532
Q05543,12.5828258212,43|RT103_YEAST Regulator of Ty1 transposition protein 103 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTT103 PE=1 SV=1,415,nucleus,1.0,False,62.9141291058,34.8124847719,0.00167564532507
Q05541,1.4034060944,41|NSE3_YEAST Non-structural maintenance of chromosome element 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NSE3 PE=1 SV=1,308,nucleus,0.53,False,7.017030472,2.88166051384,0.00013870428957
P36034,2.71461959616,34|COS9_YEAST Protein COS9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COS9 PE=3 SV=1,413,plasma membrane,0.11,False,13.5730979808,7.47425262143,0.000359761635676
P22023,3.7184932966,23|KRE5_YEAST Killer toxin-resistance protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KRE5 PE=1 SV=2,1387,endoplasmic reticulum,1.0,False,18.592466483,34.3836680159,0.00165500489112
P38885,18.0821231558,85|AIM46_YEAST Altered inheritance of mitochondria protein 46, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM46 PE=1 SV=1,315,mitochondrion,1.0,False,90.4106157789,37.9724586271,0.00182774579858
P38884,2.04801847177,84|AIM18_YEAST Altered inheritance of mitochondria protein 18, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM18 PE=1 SV=1,326,mitochondrion,1.0,False,10.2400923589,4.45102681198,0.000214243318686
Q05549,2.09658444034,49|HRQ1_YEAST Putative ATP-dependent helicase HRQ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRQ1 PE=1 SV=1,1094,nucleus,1.0,False,10.4829222017,15.2910891849,0.000736013021642
P38886,114.490654311,86|RPN10_YEAST 26S proteasome regulatory subunit RPN10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN10 PE=1 SV=3,272,nucleus,0.37,False,572.453271553,207.609719817,0.00999297403586
P38881,14.033587897,81|NVJ1_YEAST Nucleus-vacuole junction protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NVJ1 PE=1 SV=1,326,nucleus membrane,1.0,False,70.1679394851,30.4996643629,0.00146805435868
P38880,1.47368466118,80|MDM31_YEAST Mitochondrial distribution and morphology protein 31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM31 PE=1 SV=1,588,mitochondrion membrane,1.0,False,7.36842330592,5.77684387184,0.000278059480411
P38883,51.1878207792,83|RIX1_YEAST Pre-rRNA-processing protein RIX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIX1 PE=1 SV=2,775,nucleus,1.0,False,255.939103896,264.470407359,0.0127298756355
P38882,75.3310908983,82|UTP9_YEAST U3 small nucleolar RNA-associated protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP9 PE=1 SV=1,584,nucleus,1.0,False,376.655454492,293.289047231,0.01411701647
Q05785,48.4726522676,85|ENT2_YEAST Epsin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENT2 PE=1 SV=1,623,cytoplasm,0.35,False,242.363261338,201.323082418,0.00969037642939
Q12103,2.814013079,03|YD109_YEAST Putative lipase YDL109C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDL109C PE=1 SV=1,657,cytoplasm,0.22,False,14.070065395,12.325377286,0.000593263048137
Q05787,0.979454965256,87|HRD3_YEAST ERAD-associated E3 ubiquitin-protein ligase component HRD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRD3 PE=1 SV=1,846,endoplasmic reticulum membrane,0.18,False,4.89727482628,5.52412600404,0.000265895295162
P47073,0.998744931983,73|YJB5_YEAST Putative uncharacterized protein YJL015C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJL015C PE=5 SV=1,126,secreted,0.28,False,4.99372465991,0.838945742866,4.03813609177e-05
P40509,200.576533079,09|COPE_YEAST Coatomer subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC28 PE=1 SV=2,300,cytoplasm,0.38,False,1002.88266539,401.153066158,0.019308884854
O13578,4.45600465365,78|YL415_YEAST Putative uncharacterized protein YLR415C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR415C PE=4 SV=1,113,secreted,0.22,False,22.2800232682,3.35685683908,0.000161577132634
P40508,0.996461303115,08|YIH7_YEAST Uncharacterized protein YIL077C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIL077C PE=1 SV=1,325,mitochondrion membrane,0.2,False,4.98230651557,2.15899949008,0.000103920114467
Q05789,0.228155953679,89|YL211_YEAST Uncharacterized protein YLR211C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR211C PE=1 SV=2,229,cytoplasm,1.0,False,1.14077976839,0.348318089283,1.67657546357e-05
Q05788,14.5838443121,88|PNPH_YEAST Purine nucleoside phosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PNP1 PE=1 SV=1,316,cytoplasm,0.45,False,72.9192215603,30.7232986841,0.00147881865221
Q06204,0.625047631873,04|YL446_YEAST Putative hexokinase YLR446W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR446W PE=3 SV=1,440,mitochondrion membrane,0.12,False,3.12523815936,1.83347305349,8.82514009227e-05
Q08109,1.75918084323,09|HRD1_YEAST ERAD-associated E3 ubiquitin-protein ligase HRD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRD1 PE=1 SV=1,560,cytoplasm,0.28,False,8.79590421617,6.56760848141,0.000316121716702
P40507,2.95764133805,07|AIR1_YEAST Protein AIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIR1 PE=1 SV=1,365,nucleus,0.42,False,14.7882066903,7.19692725593,0.000346413006433
P26309,8.67529637303,09|CDC20_YEAST APC/C activator protein CDC20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC20 PE=1 SV=2,620,nucleus,1.0,False,43.3764818652,35.8578916752,0.00172596437588
Q08995,0.258274304936,95|YP204_YEAST Y' element ATP-dependent helicase YPR204W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR204W PE=2 SV=1,1049,secreted,0.18,False,1.29137152468,1.80619830586,8.69385729626e-05
P40455,0.496221808841,55|YIP2_YEAST Uncharacterized protein YIL152W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIL152W PE=4 SV=1,238,nucleus,0.64,False,2.4811090442,0.787338603361,3.78973307596e-05
P40506,34.9241564217,06|PPCS_YEAST Phosphopantothenate--cysteine ligase CAB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAB2 PE=1 SV=2,371,cytoplasm,0.43,False,174.620782109,86.3790802165,0.00415772395727
P33311,28.7177630904,11|MDL2_YEAST ATP-dependent permease MDL2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDL2 PE=1 SV=3,785,mitochondrion membrane,1.0,False,143.588815452,150.28962684,0.00723395966332
P40505,17.2209878207,05|SDS3_YEAST Transcriptional regulatory protein SDS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDS3 PE=1 SV=1,332,nucleus,1.0,False,86.1049391036,38.1157863765,0.00183464465899
P41920,678.588563286,20|YRB1_YEAST Ran-specific GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRB1 PE=1 SV=1,204,cytoplasm,0.47,False,3392.94281643,922.880446069,0.0444214285531
P41921,227.96926504,21|GSHR_YEAST Glutathione reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLR1 PE=1 SV=2,491,mitochondrion,0.31,False,1139.8463252,746.219394232,0.0359181209733
P40039,2.05572814707,39|FCY21_YEAST Purine-cytosine permease FCY21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FCY21 PE=1 SV=2,536,plasma membrane,0.31,False,10.2786407353,7.34580191219,0.000353578858668
P40038,18.4799945689,38|PCL6_YEAST PHO85 cyclin-6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PCL6 PE=1 SV=1,426,cytoplasm,0.51,False,92.3999728443,52.4831845755,0.002526197238
P10823,40.8806105963,23|GPA2_YEAST Guanine nucleotide-binding protein alpha-2 subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPA2 PE=1 SV=2,456,cytoplasm,0.31,False,204.403052981,124.277056213,0.00598188464915
P08425,3.19478700613,25|SYFM_YEAST Phenylalanine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSF1 PE=1 SV=3,476,mitochondrion,1.0,False,15.9739350306,10.1381240994,0.000487982985515
P40033,10.7392835024,33|RSM18_YEAST 37S ribosomal protein RSM18, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSM18 PE=1 SV=2,140,mitochondrion,1.0,False,53.6964175122,10.0233312689,0.000482457609459
P40032,65.0837351089,32|TPA1_YEAST PKHD-type hydroxylase TPA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPA1 PE=1 SV=1,654,nucleus,1.0,False,325.418675544,283.765085075,0.0136585952235
P40031,0.839551040092,31|SPO73_YEAST Sporulation-specific protein 73 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPO73 PE=3 SV=1,145,cytoplasm,1.0,False,4.19775520046,0.811566005423,3.9063479435e-05
P40030,22.0866874745,30|ERG28_YEAST Ergosterol biosynthetic protein 28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG28 PE=1 SV=1,150,endoplasmic reticulum membrane,0.3,False,110.433437373,22.0866874745,0.00106310867654
P40037,301.103320336,37|HMF1_YEAST Protein HMF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HMF1 PE=1 SV=1,131,mitochondrion,0.63,False,1505.51660168,262.963566426,0.0126573461685
P36094,8.70919531934,94|SPC42_YEAST Spindle pole body component SPC42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPC42 PE=1 SV=1,369,nucleus,0.67,False,43.5459765967,21.4246204856,0.00103124110196
P40035,33.5452254078,35|PIC2_YEAST Mitochondrial phosphate carrier protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIC2 PE=1 SV=1,304,mitochondrion membrane,1.0,False,167.726127039,67.9849901597,0.00327235276891
P38439,49.3133902565,39|LEO1_YEAST RNA polymerase-associated protein LEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEO1 PE=1 SV=1,471,nucleus,1.0,False,246.566951283,154.844045405,0.0074531795848
P40501,9.56985390999,01|AVT7_YEAST Vacuolar amino acid transporter 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVT7 PE=1 SV=1,498,vacuole membrane,1.0,False,47.84926955,31.7719149812,0.00152929218226
Q02651,1.61812703903,51|SMA1_YEAST Spore membrane assembly protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMA1 PE=4 SV=1,249,mitochondrion,0.32,False,8.09063519516,2.68609088479,0.000129290846755
Q04806,1.28778863848,06|GTO3_YEAST Glutathione S-transferase omega-like 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GTO3 PE=1 SV=1,372,cytoplasm,1.0,False,6.43894319241,3.19371582344,0.000153724591169
Q08954,30.2064111042,54|YP199_YEAST Smr domain-containing protein YPL199C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL199C PE=1 SV=1,243,cytoplasm,1.0,False,151.032055521,48.9343859888,0.00235538128503
Q02659,1.37423156099,59|YP025_YEAST Putative uncharacterized protein YPL025C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL025C PE=5 SV=1,188,secreted,0.31,False,6.87115780493,1.7223702231,8.29036373383e-05
P32892,85.1767146928,92|DRS1_YEAST ATP-dependent RNA helicase DRS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DRS1 PE=1 SV=2,764,nucleus,1.0,False,425.883573464,433.833400169,0.0208819023869
O13516,2113.65671741,16|RS9A_YEAST 40S ribosomal protein S9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS9A PE=1 SV=3,200,cytoplasm,0.7,False,10568.283587,2818.20895654,0.135650146608
P54838,312.294517748,38|DAK1_YEAST Dihydroxyacetone kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAK1 PE=1 SV=1,593,cytoplasm,0.36,False,1561.47258874,1234.60432683,0.0594257773358
O13513,1.00530452403,13|YA056_YEAST Putative uncharacterized protein YAL056C-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YAL056C-A PE=5 SV=1,117,secreted,0.6,False,5.02652262014,0.784137528742,3.77432519642e-05
Q03016,40.4701318967,16|GIP3_YEAST GLC7-interacting protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIP3 PE=1 SV=1,1297,cytoplasm,0.37,False,202.350659483,349.931740467,0.0168434252495
P43637,2.90362886561,37|TOS3_YEAST Serine/threonine-protein kinase TOS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOS3 PE=1 SV=1,569,cytoplasm,0.33,False,14.518144328,11.0144321635,0.000530162724207
O13519,1.44049039197,19|YP136_YEAST Putative uncharacterized protein YPL136W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL136W PE=5 SV=1,124,secreted,0.65,False,7.20245195985,1.19080539069,5.73175830182e-05
P04911,375.905830502,11|H2A1_YEAST Histone H2A.1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTA1 PE=1 SV=2,134,nucleus,1.0,False,1879.52915251,335.809208581,0.0161636589333
P04912,1251.96769893,12|H2A2_YEAST Histone H2A.2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTA2 PE=1 SV=2,134,nucleus,1.0,False,6259.83849467,1118.42447771,0.0538336392763
Q01926,0.402115347826,26|MRS2_YEAST Magnesium transporter MRS2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRS2 PE=1 SV=2,477,mitochondrion membrane,1.0,False,2.01057673913,1.27872680609,6.15495449031e-05
Q12218,1.62782929755,18|TIR4_YEAST Cell wall protein TIR4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIR4 PE=1 SV=1,495,cytoplasm,0.13,False,8.13914648775,5.37183668192,0.000258565083247
P40156,2.38918185465,56|RRG9_YEAST Required for respiratory growth protein 9, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRG9 PE=1 SV=1,217,mitochondrion,1.0,False,11.9459092733,3.45634974973,0.000166366070618
P54837,407.612831335,37|TMEDA_YEAST Endoplasmic reticulum vesicle protein 25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV25 PE=1 SV=1,214,endoplasmic reticulum membrane,0.1,False,2038.06415667,581.527639371,0.0279909370645
P48566,5.6806748293,66|GYP3_YEAST GTPase-activating protein GYP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSB3 PE=1 SV=1,643,cytoplasm,0.17,False,28.4033741465,24.3511594349,0.00117210554588
P40157,39.7754967998,57|VID27_YEAST Vacuolar import and degradation protein 27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VID27 PE=1 SV=1,795,cytoplasm,1.0,False,198.877483999,210.810133039,0.010147020996
Q12380,1.96254954828,80|ATG5_YEAST Autophagy protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG5 PE=1 SV=1,298,secreted,0.04,False,9.81274774142,3.89893176926,0.00018766907432
Q08760,0.631200740151,60|RAX1_YEAST Bud site selection protein RAX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RAX1 PE=1 SV=1,442,endoplasmic reticulum membrane,0.34,False,3.15600370076,1.85993818098,8.95252590641e-05
P36160,81.8997885164,60|RPF2_YEAST Ribosome biogenesis protein RPF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPF2 PE=1 SV=1,349,nucleus,1.0,False,409.498942582,190.553507948,0.00917199955305
P36161,63.1530341709,61|NU133_YEAST Nucleoporin NUP133 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP133 PE=1 SV=1,1176,nucleus,0.06,False,315.765170855,495.1197879,0.0238318282472
P36162,24.2162351501,62|DAD2_YEAST DASH complex subunit DAD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAD2 PE=1 SV=1,135,cytoplasm,0.48,False,121.08117575,21.7946116351,0.00104905005596
P36163,1.74265993855,63|OMA1_YEAST Mitochondrial metalloendopeptidase OMA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OMA1 PE=1 SV=2,350,mitochondrion,0.28,False,8.71329969277,4.06620652329,0.000195720586914
P36164,45.5165914921,64|TVP38_YEAST Golgi apparatus membrane protein TVP38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TVP38 PE=1 SV=1,342,golgi apparatus membrane,1.0,False,227.58295746,103.777828602,0.00499518590764
